Sample No.,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,Key
101,0,0,0,0,0,0.587706147,0,0,0.043478261,0,0.368815592,0,18
102,0,0,0,0,0,0.588235294,0,0,0.045248869,0,0.366515837,0,18
103,0,0,0,0,0,0.625,0.125,0.125,0.125,0,0,0,22
104,0,0,0,0,0,1,0,0,0,0,0,0,6
105,0,0,0,0,0,1,0,0,0,0,0,0,15
106,0,0,0,0,0,1,0,0,0,0,0,0,18
107,0,0,0,0,0.025311812,0,0,0.059794571,0,0.914893617,0,0,22
108,0,0,0,0,0.026242323,0,0.306309324,0,0,0,0,0.667448353,5
109,0,0,0,0,0.033127456,0.367770915,0,0.066816395,0,0,0.532285233,0,15
110,0,0,0,0,0.033475278,0,0.050272061,0,0.450201088,0.065176248,0,0.400875325,5
111,0,0,0,0,0.047398144,0,0.312626059,0,0,0,0,0.639975797,5
112,0,0,0,0,0.054986021,0,0,0,0.109972041,0,0,0.835041938,5
113,0,0,0,0,0.071600481,0.286401925,0,0.071600481,0,0,0.570397112,0,15
114,0,0,0,0,0.078654592,0,0.218369987,0,0.589391979,0.022768435,0,0.090815006,5
115,0,0,0,0,0.079118029,0,0.306095979,0,0,0,0,0.614785992,5
116,0,0,0,0,0.082463466,0,0,0.917536534,0,0,0,0,13
117,0,0,0,0,0.082463466,0,0,0.917536534,0,0,0,0,13
118,0,0,0,0,0.088235294,0,0.137867647,0.204044118,0,0,0,0.569852941,3
119,0,0,0,0,0.090185676,0,0.103448276,0,0.179045093,0.119363395,0,0.50795756,1
120,0,0,0,0,0.093209055,0,0.341069051,0,0,0,0,0.565721895,5
121,0,0,0,0,0.096774194,0,0.237536657,0.346041056,0,0,0,0.319648094,3
122,0,0,0,0,0.097435897,0,0.337701804,0,0,0,0,0.564862298,5
123,0,0,0,0,0.099737533,0,0.043928719,0,0.155822627,0,0,0.70051112,5
124,0,0,0,0,0.107701564,0.286401925,0,0.035499398,0,0,0.570397112,0,15
125,0,0,0,0,0.109118369,0,0.073626581,0,0.427222956,0.013215027,0,0.376817066,5
126,0,0,0,0,0.109807209,0,0.445096396,0,0,0,0,0.445096396,5
127,0,0,0,0,0.113693243,0,0.017697533,0,0.213264212,0.216660708,0,0.438684305,10
128,0,0,0,0,0.113693243,0,0.017697533,0,0.213264212,0.216660708,0,0.438684305,10
129,0,0,0,0,0.118552579,0,0.153138745,0,0.336865254,0,0,0.391443423,5
130,0,0,0,0,0.124528302,0,0,0.362264151,0,0,0,0.513207547,3
131,0,0,0,0,0.125162633,0,0.151444184,0,0.241217799,0,0,0.482175384,5
132,0,0,0,0,0.129963899,0,0.274368231,0.458483755,0,0,0,0.137184116,3
133,0,0,0,0,0.136098131,0,0.540303738,0.221378505,0.102219626,0,0,0,19
134,0,0,0,0,0.141531323,0,0.146171694,0.257540603,0,0.162412993,0,0.292343387,3
135,0,0,0,0,0.145896657,0,0.20668693,0.145896657,0,0,0,0.501519757,3
136,0,0,0,0,0.153945666,0,0,0.153945666,0,0,0,0.692108668,17
137,0,0,0,0,0.158557332,0,0.841442668,0,0,0,0,0,19
138,0,0,0,0,0.163238222,0,0.517584605,0.281353683,0,0.03782349,0,0,20
139,0,0,0,0,0.164295486,0,0,0.031874145,0,0.803830369,0,0,17
140,0,0,0,0,0.166666667,0,0,0,0.333333333,0,0,0.5,5
141,0,0,0,0,0.170349252,0,0.829650748,0,0,0,0,0,19
142,0,0,0,0,0.170731707,0,0.380487805,0.297560976,0,0,0,0.151219512,3
143,0,0,0,0,0.170893306,0,0,0,0.240118803,0,0,0.588987891,5
144,0,0,0,0,0.171588328,0,0.457277652,0,0,0,0,0.371134021,5
145,0,0,0,0,0.172529313,0,0.175879397,0.117252931,0,0,0,0.534338358,3
146,0,0,0,0,0.17398854,0,0.45719743,0,0,0,0,0.36881403,5
147,0,0,0,0,0.176673568,0,0.045548654,0,0,0.745571659,0.032206119,0,24
148,0,0,0,0,0.18220263,0,0,0,0.568342005,0,0,0.249455366,12
149,0,0,0,0,0.191911704,0,0.015484721,0.178980315,0,0.01754386,0,0.5960794,24
150,0,0,0,0,0.196599514,0,0.014144878,0,0.243606229,0.173167595,0,0.372481783,10
151,0,0,0,0,0.196896413,0.190850464,0.193067312,0,0.197904071,0.011688835,0,0.209592906,19
152,0,0,0,0,0.199738903,0.195616325,0,0,0.26590628,0.007970317,0,0.330768174,19
153,0,0,0,0,0.199775533,0,0,0.2671156,0,0,0,0.533108866,17
154,0,0,0,0,0.201771031,0,0,0,0,0.452877925,0.345351044,0,16
155,0,0,0,0,0.201771031,0,0,0,0,0.798228969,0,0,16
156,0,0,0,0,0.203886588,0,0.50971647,0.253265371,0,0.033131571,0,0,20
157,0,0,0,0,0.213942308,0,0,0.286057692,0,0,0,0.5,17
158,0,0,0,0,0.217765043,0,0,0.212034384,0,0,0,0.570200573,3
159,0,0,0,0,0.217869087,0,0,0,0,0.439918777,0,0.342212136,5
160,0,0,0,0,0.233973814,0,0.042226379,0,0,0.399025109,0,0.324774698,5
161,0,0,0,0,0.234251969,0,0.164616142,0,0.344734252,0,0,0.256397638,5
162,0,0,0,0,0.235337898,0,0,0,0.245608812,0,0,0.51905329,5
163,0,0,0,0,0.236472446,0,0,0.030920123,0,0.65846563,0,0.0741418,22
164,0,0,0,0,0.244005994,0.236513487,0,0,0.245254745,0.014485514,0,0.25974026,19
165,0,0,0,0,0.245535714,0,0,0,0.508928571,0.022321429,0,0.223214286,19
166,0,0,0,0,0.248761905,0,0,0.296,0,0,0,0.455238095,17
167,0,0,0,0,0.24877263,0,0.24877263,0.239644063,0,0,0,0.262810678,8
168,0,0,0,0,0.249649369,0,0,0.333800842,0,0,0,0.41654979,17
169,0,0,0,0,0.251054852,0,0.082278481,0.082278481,0,0.082278481,0,0.502109705,17
170,0,0,0,0,0.25821217,0,0,0.25821217,0,0,0,0.48357566,17
171,0,0,0,0,0.25829255,0,0.032082654,0.483958673,0,0,0,0.225666123,17
172,0,0,0,0,0.263285024,0,0,0.263285024,0,0,0,0.473429952,17
173,0,0,0,0,0.266816143,0,0.021860987,0.42264574,0,0.021860987,0,0.266816143,17
174,0,0,0,0,0.276536313,0,0,0.334264432,0,0,0,0.389199255,17
175,0,0,0,0,0.277119094,0,0,0.040346841,0,0.402760573,0,0.279773491,17
176,0,0,0,0,0.277234838,0,0.146593849,0,0.420523139,0.017964932,0,0.137683242,19
177,0,0,0,0,0.277234838,0,0.146593849,0,0.420523139,0.017964932,0,0.137683242,19
178,0,0,0,0,0.281321248,0,0.224601012,0.23677918,0,0.019907691,0,0.237390869,8
179,0,0,0,0,0.281579538,0,0.067085484,0,0.305586718,0,0,0.345748261,5
180,0,0,0,0,0.282178218,0,0,0.308477723,0,0.058787129,0,0.350556931,17
181,0,0,0,0,0.28358209,0,0,0.299440299,0,0.054726368,0,0.362251244,17
182,0,0,0,0,0.284540702,0,0,0.081404033,0,0.634055265,0,0,15
183,0,0,0,0,0.285714286,0,0,0.285714286,0,0,0,0.428571429,17
184,0,0,0,0,0.285714286,0,0,0.142857143,0,0,0,0.571428571,17
185,0,0,0,0,0.287001287,0,0,0.452840596,0,0.086964516,0,0.173193602,17
186,0,0,0,0,0.293857856,0,0,0.235380715,0,0,0,0.47076143,17
187,0,0,0,0,0.295216978,0,0.05036427,0,0.248653785,0,0,0.405764967,5
188,0,0,0,0,0.295216978,0,0.05036427,0,0.248653785,0,0,0.405764967,5
189,0,0,0,0,0.295216978,0,0.05036427,0,0.248653785,0,0,0.405764967,5
190,0,0,0,0,0.299856528,0,0,0.299856528,0,0,0,0.400286944,17
191,0,0,0,0,0.300675676,0,0.201013514,0,0.199324324,0,0,0.298986486,5
192,0,0,0,0,0.311887516,0,0,0.275884107,0,0.207498935,0,0.204729442,1
193,0,0,0,0,0.31263048,0,0.377348643,0,0.060020877,0.25,0,0,10
194,0,0,0,0,0.313865713,0,0.023440604,0,0.362336114,0,0,0.300357569,21
195,0,0,0,0,0.313865713,0,0.023440604,0,0.362336114,0,0,0.300357569,21
196,0,0,0,0,0.316856002,0,0.073380411,0,0.244089653,0,0,0.365673933,5
197,0,0,0,0,0.317388688,0,0,0,0,0.488868833,0,0.193742479,17
198,0,0,0,0,0.323923166,0,0,0.343131548,0,0,0,0.332945285,17
199,0,0,0,0,0.324622166,0,0.037468514,0,0.237720403,0,0,0.400188917,5
200,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0.333333333,17
201,0,0,0,0,0.333333333,0,0,0.166666667,0,0,0,0.5,17
202,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0.333333333,17
203,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0.333333333,5
204,0,0,0,0,0.333333333,0,0,0,0.492745738,0,0,0.173920929,5
205,0,0,0,0,0.333333333,0,0,0.166666667,0,0,0,0.5,17
206,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0.333333333,17
207,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0.333333333,17
208,0,0,0,0,0.336001455,0,0,0.127524104,0,0.414225941,0,0.122248499,17
209,0,0,0,0,0.336869056,0,0,0.224396489,0,0.038953914,0,0.399780541,17
210,0,0,0,0,0.340331866,0,0,0.032170674,0.421605147,0,0,0.205892313,24
211,0,0,0,0,0.340646238,0,0,0.253010612,0,0.025396447,0,0.380946703,17
212,0,0,0,0,0.344079212,0,0.022220943,0,0.436935122,0,0,0.196764723,21
213,0,0,0,0,0.353960396,0,0.102722772,0.308415842,0,0.102722772,0,0.132178218,17
214,0,0,0,0,0.360620488,0,0,0,0,0.22008908,0,0.419290432,17
215,0,0,0,0,0.362460678,0,0,0.318769661,0,0,0,0.318769661,17
216,0,0,0,0,0.365564738,0,0,0.383195592,0,0,0,0.251239669,17
217,0,0,0,0,0.366918463,0.015663186,0,0.425794268,0,0.029882248,0,0.161741835,1
218,0,0,0,0,0.368599128,0,0,0.10898562,0,0.12987182,0,0.392543432,17
219,0,0,0,0,0.371891997,0,0.069638695,0.186091686,0,0,0,0.372377622,17
220,0,0,0,0,0.372210953,0,0.044016227,0,0.164908722,0,0,0.418864097,5
221,0,0,0,0,0.372258772,0,0,0,0.262609649,0.067982456,0,0.297149123,10
222,0,0,0,0,0.374641509,0,0,0.25509434,0,0.045081761,0,0.32518239,17
223,0,0,0,0,0.374672946,0,0,0.250130822,0,0,0,0.375196232,17
224,0,0,0,0,0.374974443,0,0.044367205,0,0.158045389,0,0,0.422612963,5
225,0,0,0,0,0.375025589,0,0.044421699,0,0.160696008,0,0,0.419856704,5
226,0,0,0,0,0.375217846,0,0,0.250261415,0,0,0,0.374520739,17
227,0,0,0,0,0.375232198,0,0.044788442,0,0.159545924,0,0,0.420433437,5
228,0,0,0,0,0.375586854,0,0.044294754,0,0.16064503,0,0,0.419473362,5
229,0,0,0,0,0.376146789,0,0,0,0.293577982,0,0,0.330275229,19
230,0,0,0,0,0.376740559,0,0.041773421,0,0.260777543,0,0,0.320708477,21
231,0,0,0,0,0.376971609,0,0.04692429,0.461159306,0,0.033123028,0,0.081821767,17
232,0,0,0,0,0.377068119,0,0.120724512,0.360523167,0,0.01559599,0,0.126088212,8
233,0,0,0,0,0.377427822,0,0,0,0,0.622572178,0,0,15
234,0,0,0,0,0.377998346,0,0.049076372,0.425696168,0,0.049076372,0,0.098152743,17
235,0,0,0,0,0.378427374,0,0.080670746,0.270564242,0,0.02673918,0,0.243598459,17
236,0,0,0,0,0.378797272,0,0.044843976,0,0.158503823,0,0,0.417854929,5
237,0,0,0,0,0.379844961,0,0.04631286,0,0.157423971,0,0,0.416418207,5
238,0,0,0,0,0.380444856,0,0.050278035,0,0.145505097,0,0,0.423772011,5
239,0,0,0,0,0.380444856,0,0.050278035,0,0.145505097,0,0,0.423772011,5
240,0,0,0,0,0.380444856,0,0.050278035,0,0.145505097,0,0,0.423772011,5
241,0,0,0,0,0.380444856,0,0.050278035,0,0.145505097,0,0,0.423772011,5
242,0,0,0,0,0.380509982,0,0.046056533,0,0.157936351,0,0,0.415497134,5
243,0,0,0,0,0.381778309,0,0.046451356,0,0.155701754,0,0,0.416068581,5
244,0,0,0,0,0.381887397,0,0.046684031,0,0.155479864,0,0,0.415948708,5
245,0,0,0,0,0.381955485,0,0.046303657,0,0.157392687,0,0,0.414348172,5
246,0,0,0,0,0.383496503,0,0.04979021,0.298741259,0,0.102097902,0,0.165874126,17
247,0,0,0,0,0.383561644,0,0.046937953,0,0.153908139,0,0,0.415592264,5
248,0,0,0,0,0.386576379,0,0.046405099,0,0.155745867,0,0,0.411272655,5
249,0,0,0,0,0.387104022,0,0.052347787,0,0.140193215,0,0,0.420354976,5
250,0,0,0,0,0.387104022,0,0.052347787,0,0.140193215,0,0,0.420354976,5
251,0,0,0,0,0.387104022,0,0.052347787,0,0.140193215,0,0,0.420354976,5
252,0,0,0,0,0.387104022,0,0.052347787,0,0.140193215,0,0,0.420354976,5
253,0,0,0,0,0.387104022,0,0.052347787,0,0.140193215,0,0,0.420354976,5
254,0,0,0,0,0.390842191,0,0.048650859,0.441332788,0,0.034341783,0,0.084832379,17
255,0,0,0,0,0.391114348,0,0,0.174071377,0,0,0,0.434814275,17
256,0,0,0,0,0.391757461,0,0,0.128848887,0,0,0,0.479393652,17
257,0,0,0,0,0.392032333,0,0,0,0,0.607967667,0,0,19
258,0,0,0,0,0.39211391,0,0.064987222,0.282219788,0,0.086893027,0,0.173786053,17
259,0,0,0,0,0.393091276,0,0,0,0.364178854,0.021432173,0,0.221297697,5
260,0,0,0,0,0.393602225,0,0,0.303198887,0,0,0,0.303198887,17
261,0,0,0,0,0.395333153,0,0,0.320339897,0,0,0,0.284326949,24
262,0,0,0,0,0.395333153,0,0,0.320339897,0,0,0,0.284326949,24
263,0,0,0,0,0.4,0,0,0,0,0.6,0,0,16
264,0,0,0,0,0.404066291,0,0,0,0.24346489,0,0,0.352468819,24
265,0,0,0,0,0.405980674,0,0.093627579,0.250195874,0,0,0,0.250195874,17
266,0,0,0,0,0.408987486,0,0.10182025,0,0.284982935,0,0,0.204209329,10
267,0,0,0,0,0.410674958,0,0.155201451,0.100660707,0,0,0,0.333462884,17
268,0,0,0,0,0.413753251,0,0,0.137532505,0,0.034094192,0,0.414620052,17
269,0,0,0,0,0.414082452,0,0.089930682,0,0.159248449,0,0,0.336738417,5
270,0,0,0,0,0.417763158,0,0.134868421,0.153326023,0,0.137061404,0,0.156980994,24
271,0,0,0,0,0.418799417,0,0,0.291570959,0,0.081790039,0,0.207839585,8
272,0,0,0,0,0.418859316,0,0,0.253231939,0,0,0,0.327908745,24
273,0,0,0,0,0.419231289,0,0.017122516,0.282611634,0,0,0,0.28103456,24
274,0,0,0,0,0.419231289,0,0.017122516,0.282611634,0,0,0,0.28103456,24
275,0,0,0,0,0.424197439,0,0.314158471,0.155687512,0,0,0,0.105956578,24
276,0,0,0,0,0.425692695,0,0.087321579,0.11209068,0,0.049538203,0,0.325356843,17
277,0,0,0,0,0.426137383,0,0,0,0.027141747,0.446762719,0,0.099958151,5
278,0,0,0,0,0.426137383,0,0,0,0.027141747,0.446762719,0,0.099958151,5
279,0,0,0,0,0.426137383,0,0,0,0.027141747,0.446762719,0,0.099958151,5
280,0,0,0,0,0.426210536,0,0.108693639,0.141514675,0,0.044718082,0,0.278863068,17
281,0,0,0,0,0.438221911,0,0,0.187259363,0,0,0,0.374518726,17
282,0,0,0,0,0.438802083,0,0,0,0,0.561197917,0,0,15
283,0,0,0,0,0.441231593,0,0,0,0.263855422,0.015528782,0,0.279384203,19
284,0,0,0,0,0.448517998,0,0.027570404,0,0.316505285,0,0,0.207406312,21
285,0,0,0,0,0.449109031,0,0,0.275445485,0,0,0,0.275445485,17
286,0,0,0,0,0.450533361,0,0,0.199958168,0,0,0,0.349508471,17
287,0,0,0,0,0.450584122,0,0,0.010488616,0,0.498592991,0,0.040334271,17
288,0,0,0,0,0.45443038,0,0.15164557,0.09835443,0,0,0,0.29556962,17
289,0,0,0,0,0.454523894,0,0.042096526,0,0.224712439,0,0,0.278667141,21
290,0,0,0,0,0.454836986,0,0,0,0,0.545163014,0,0,3
291,0,0,0,0,0.454836986,0,0,0,0,0.545163014,0,0,3
292,0,0,0,0,0.454836986,0,0,0,0,0.545163014,0,0,3
293,0,0,0,0,0.457952907,0,0.0427679,0.370975493,0,0.0427679,0,0.0855358,17
294,0,0,0,0,0.45849387,0,0,0.166725044,0,0,0,0.374781086,17
295,0,0,0,0,0.460125918,0.021511018,0.022035677,0.193336831,0,0.096537251,0.0409234,0.165529906,1
296,0,0,0,0,0.465068748,0,0,0,0.282608696,0.058435526,0,0.193887031,19
297,0,0,0,0,0.465417867,0,0.041010862,0,0.203170029,0,0,0.290401241,21
298,0,0,0,0,0.466890506,0,0,0,0.284275322,0.054187652,0,0.194646521,19
299,0,0,0,0,0.46828812,0,0,0,0.281571562,0.054911132,0,0.195229186,19
300,0,0,0,0,0.477305493,0,0,0,0.260999254,0,0,0.261695252,5
301,0,0,0,0,0.482401656,0,0,0.127950311,0,0,0,0.389648033,8
302,0,0,0,0,0.483338027,0,0.039237773,0.207828781,0,0.005538346,0,0.264057073,17
303,0,0,0,0,0.484045639,0,0,0,0.232256817,0.038773932,0,0.244923612,19
304,0,0,0,0,0.48456103,0,0,0,0.253992837,0.059432775,0,0.202013358,19
305,0,0,0,0,0.485585076,0,0.088562276,0,0.087243264,0,0,0.338609384,17
306,0,0,0,0,0.487376099,0,0,0.222928745,0,0.067140453,0,0.222554704,17
307,0,0,0,0,0.494656903,0,0,0,0.256929753,0,0,0.248413344,5
308,0,0,0,0,0.495302176,0,0.010789841,0,0.165545251,0,0.012305268,0.316057465,7
309,0,0,0,0,0.495302176,0,0.010789841,0,0.165545251,0,0.012305268,0.316057465,7
310,0,0,0,0,0.495302176,0,0.010789841,0,0.165545251,0,0.012305268,0.316057465,7
311,0,0,0,0,0.497849042,0,0,0,0,0,0,0.502150958,17
312,0,0,0,0,0.499300699,0,0.083216783,0.041608392,0,0.041608392,0,0.334265734,17
313,0,0,0,0,0.499441029,0,0.16685299,0.033258804,0,0.033258804,0,0.267188373,17
314,0,0,0,0,0.5,0,0,0,0,0.5,0,0,15
315,0,0,0,0,0.5,0,0,0,0.124869383,0,0,0.375130617,22
316,0,0,0,0,0.5,0,0,0,0.124869383,0,0,0.375130617,22
317,0,0,0,0,0.5,0,0,0,0.166666667,0,0,0.333333333,5
318,0,0,0,0,0.5,0,0,0,0.25,0,0,0.25,19
319,0,0,0,0,0.500216481,0,0,0,0,0.247510463,0,0.252273055,5
320,0,0,0,0,0.500481603,0,0,0,0.165478713,0,0,0.334039684,5
321,0,0,0,0,0.500701262,0,0.082748948,0.194015895,0,0,0,0.222533894,17
322,0,0,0,0,0.500701262,0,0.082748948,0.194015895,0,0,0,0.222533894,17
323,0,0,0,0,0.502216312,0,0,0.340868794,0,0,0,0.156914894,1
324,0,0,0,0,0.503932517,0,0,0.291066282,0,0,0,0.205001201,24
325,0,0,0,0,0.507741027,0,0.082688248,0,0.082688248,0,0,0.326882477,17
326,0,0,0,0,0.509422792,0,0,0.346916626,0,0,0,0.143660582,1
327,0,0,0,0,0.510870635,0,0,0.345892769,0,0,0,0.143236596,1
328,0,0,0,0,0.512022561,0,0.023302988,0.202750841,0,0,0,0.26192361,17
329,0,0,0,0,0.513428944,0,0,0,0.093611473,0,0,0.392959583,5
330,0,0,0,0,0.513597817,0,0,0.344478019,0,0,0,0.141924164,1
331,0,0,0,0,0.5175394,0.000508388,0,0,0,0.481952211,0,0,15
332,0,0,0,0,0.5175394,0.000508388,0,0,0,0.481952211,0,0,15
333,0,0,0,0,0.520017201,0,0,0.161255644,0,0,0,0.318727155,17
334,0,0,0,0,0.520816492,0,0.047493937,0,0.105901374,0,0,0.325788197,17
335,0,0,0,0,0.521719759,0,0,0,0,0.188906215,0,0.289374025,17
336,0,0,0,0,0.523232323,0,0,0,0.238552189,0,0,0.238215488,19
337,0,0,0,0,0.523232323,0,0,0,0.238552189,0,0,0.238215488,19
338,0,0,0,0,0.524553571,0,0.475446429,0,0,0,0,0,5
339,0,0,0,0,0.525263817,0,0.020166339,0.185029512,0,0.02150778,0,0.248032552,17
340,0,0,0,0,0.525263817,0,0.020166339,0.185029512,0,0.02150778,0,0.248032552,17
341,0,0,0,0,0.525402414,0,0,0.233903421,0,0,0,0.240694165,17
342,0,0,0,0,0.525710964,0,0.02083706,0.184135217,0,0.021284207,0,0.248032552,17
343,0,0,0,0,0.525710964,0,0.02083706,0.184135217,0,0.021284207,0,0.248032552,17
344,0,0,0,0,0.527879932,0,0.024152669,0.186363185,0,0,0,0.261604214,17
345,0,0,0,0,0.530525669,0,0,0.014325238,0,0,0,0.455149093,17
